Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;MS;CAMPO GRANDE;POSTO VIA NORTE LTDA; 20.025.135/0001-19;AVENIDA CORONEL ANTONINO;4490;;VILA CANTEIRO CENTRAL AV CEL ANTONINO;79033-000;GLP;15/07/2025;94,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;JACAREI;COMERCIAL GASMAIS LTDA; 16.103.050/0006-49;RUA SANTO IVO;622;;CIDADE SALVADOR;12312-190;GLP;15/07/2025;99,99;;R$ / 13 kg;ULTRAGAZ
S;PR;MARINGA;ROSEMARY JANUARIA PITA DE SOUZA - GAS E AGUA; 39.790.268/0001-00;AVENIDA DOUTOR ALEXANDRE RASGULAEFF;1328;;JARDIM ALVORADA;87033-080;GLP;14/07/2025;100,00;;R$ / 13 kg;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA; 17.559.977/0001-46;AVENIDA DR. ERNANI PIRES DOMINGUES;1810;;VILA NOSSA SENHORA DA PENHA;15045-388;GLP;14/07/2025;109,99;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;L S COMERCIO E SERVICOS LTDA; 12.125.791/0013-07;AVENIDA SAO LUIS REI DE FRANCA;190;;TURU;65065-470;GLP;14/07/2025;119,99;;R$ / 13 kg;COPA ENERGIA
SE;SP;SAO CARLOS;PIZELLI GAS LTDA; 41.038.758/0001-04;RUA ESTADOS UNIDOS;1035;;VILA COSTA DO SOL;13566-050;GLP;17/07/2025;150,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;ES;VILA VELHA;ALEKSANDER BRAIDO BRUNORO; 11.899.367/0001-05;RUA GOIAS;727;;SOTECO;29106-190;GLP;15/07/2025;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;DF;BRASILIA;RIBA COMERCIO VAREJISTA DE GAS LTDA; 37.253.335/0001-21;AREA ADE CONJUNTO 5 LOTE;4;;SAMAMBAIA SUL (SAMAMBAIA);72314-705;GLP;16/07/2025;99,99;;R$ / 13 kg;BRANCA
SE;ES;VILA VELHA;DEPOSITO DE GAS ILHA DAS FLORES EIRELI; 40.650.750/0001-23;RUA BASILIO COSTALONGA;228;;ILHA DAS FLORES;29115-560;GLP;16/07/2025;100,00;;R$ / 13 kg;BRANCA
N;AM;MANAUS;AUTO POSTO PONTA NEGRA LTDA; 35.008.891/0001-07;AVENIDA CORONEL TEIXEIRA;7461;;NOVA ESPERANCA;69037-473;GLP;14/07/2025;130,00;;R$ / 13 kg;FOGAS
NE;AL;MACEIO;PAULO VICTOR LINS LIMA; 41.854.511/0001-58;RUA SAO FRANCISCO;S/N;;OURO PRETO;57045-838;GLP;16/07/2025;110,00;;R$ / 13 kg;COPA ENERGIA
CO;MS;CAMPO GRANDE;AUTO POSTO ECOLOGICO LTDA; 18.947.284/0001-93;AVENIDA DUQUE DE CAXIAS;3144;;JARDIM VERA CRUZ;79101-001;GLP;15/07/2025;120,00;;R$ / 13 kg;ULTRAGAZ
SE;ES;VILA VELHA;A. M. SANTANA GAS E AGUA; 33.889.390/0001-51;RUA JOSE BONIFACIO;2230;GALPAO01;ARIBIRI;29120-380;GLP;15/07/2025;100,00;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;MIX GAS COMERCIO LTDA; 40.801.073/0001-05;RUA BOAVENTURA COSTA;186;;BARREIRO;30640-490;GLP;15/07/2025;95,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;GUARULHOS;PUROGAS COMERCIO DE GAS LTDA; 38.195.938/0001-87;AVENIDA GUARULHOS;3681;;PONTE GRANDE;07031-000;GLP;17/07/2025;109,99;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;SBRISSIA COMERCIO DE COMBUSTIVEIS LTDA; 33.496.808/0001-60;AVENIDA NOSSA SENHORA DE LOURDES;900;;JARDIM DAS AMERICAS;81530-020;GLP;17/07/2025;99,00;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;DISTRIBUIDORA DE GAS E AGUA SONAR LTDA; 39.969.820/0001-21;RUA ANGICO;257;;JARDIM LAGUNA;32140-140;GLP;14/07/2025;115,00;;R$ / 13 kg;COPA ENERGIA
SE;RJ;NOVA IGUACU;BETEL COMERCIO DE GLP LTDA; 40.155.617/0001-09;ESTRADA LUIZ MARIO DA ROCHA LIMA;270;LOJA  0;AUSTIN;26086-070;GLP;14/07/2025;110,00;;R$ / 13 kg;BRANCA
SE;SP;GUARULHOS;RIZZO PONTE ALTA COMERCIO DE GAS LTDA; 30.984.448/0001-58;AVENIDA JOSE RANGEL FILHO;61;;JARDIM PONTE ALTA I;07179-350;GLP;17/07/2025;96,99;;R$ / 13 kg;CONSIGAZ
SE;SP;GUARULHOS;GRP COMERCIO DE GAS EIRELI; 37.787.174/0001-56;AVENIDA JOSE RANGEL FILHO;1176;;JARDIM PONTE ALTA I;07179-350;GLP;17/07/2025;96,99;;R$ / 13 kg;ULTRAGAZ
NE;BA;SALVADOR;LEONARDO SILVA ALEIXO REVENDEDOR DE GAS; 29.922.694/0002-87;AVENIDA JORGE AMADO;52;LOJA  6;BOCA DO RIO;41705-000;GLP;15/07/2025;112,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;MONTES CLAROS;GAS PRIMEIRA OPCAO LTDA; 41.114.253/0001-73;RUA PORTO RICO;16;;INDEPENDENCIA;39404-301;GLP;15/07/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;OSASCO;LIVIA GAS COMERCIO DE GLP, AGUA E ACESSORIOS LTDA; 41.011.380/0001-47;AVENIDA SPORT CLUB CORINTHIANS PAULISTA;448;;BUSSOCABA;06132-380;GLP;15/07/2025;94,99;;R$ / 13 kg;ULTRAGAZ
S;RS;CANOAS;DAVI TEIXEIRA DA ROSA LTDA; 28.422.209/0001-62;RUA ALEXANDRE DE GUSMAO;1381;;ESTANCIA VELHA;92030-340;GLP;15/07/2025;105,00;;R$ / 13 kg;BRANCA
SE;SP;PIRACICABA;AGUA BRANCA COMERCIO DE GAS LTDA.; 37.351.843/0001-42;AVENIDA AGUA BRANCA;130;;HIGIENOPOLIS;13424-360;GLP;14/07/2025;99,99;;R$ / 13 kg;CONSIGAZ
SE;SP;OSASCO;FORT-GAS COMERCIO LTDA; 40.884.335/0001-34;AVENIDA SPORT CLUB CORINTHIANS PAULISTA;2800;;BUSSOCABA;06132-380;GLP;15/07/2025;109,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO VIP RIO PRETO LTDA; 08.261.340/0001-88;AVENIDA MIRASSOLANDIA;200;;JARDIM MUGNAINI;15045-375;GLP;14/07/2025;120,00;;R$ / 13 kg;BRANCA
SE;SP;GUARULHOS;G.R.C GAS 4 LTDA; 38.257.738/0001-01;AVENIDA BRIGADEIRO FARIA LIMA;2436;;COCAIA;07130-000;GLP;17/07/2025;107,99;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;GOIAS III SERVICE LTDA; 36.704.739/0001-21;RUA X 12;SN;QUADRA23                  LOTE  18;AMERICAN PARK;74953-130;GLP;14/07/2025;105,00;;R$ / 13 kg;BRANCA
N;AM;MANAUS;AUTO POSTO LARANJEIRAS LTDA; 31.170.037/0001-91;RUA BARAO DO RIO BRANCO;689;QUADRA15                  LOTE  5/7                 LOTE  PQ LARANJEIRAS;FLORES;69058-581;GLP;15/07/2025;120,00;;R$ / 13 kg;FOGAS
S;PR;CASCAVEL;POLICARPO COMERCIO DE GAS E AGUA - EIRELI; 28.932.282/0001-84;RUA HYEDA BAGGIO MAYER;1309;;NEVA;85802-250;GLP;18/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;TO;PALMAS;JUNIO ALVARA DA SILVA SOUZA; 40.340.191/0001-55;QUADRA ARSO 131 AVENIDA LO 29 ACSV LOTE 29;S/N;;PLANO DIRETOR SUL;77019-652;GLP;14/07/2025;125,00;;R$ / 13 kg;LIQUIGÁS
SE;RJ;SAO GONCALO;AMSTERDA REVENDA DE GLP LTDA; 31.889.382/0001-80;AVENIDA PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO;SN;AREA C;LINDO PARQUE;24420-006;GLP;14/07/2025;95,00;;R$ / 13 kg;COPA ENERGIA
SE;SP;LIMEIRA;CLEIA FORTE GAS LTDA; 30.213.709/0002-17;AVENIDA LARANJEIRAS;2415;;JARDIM ELISA FUMAGALLI;13485-254;GLP;15/07/2025;99,99;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO LUIS;AGUIAR PETROLEO E LOCACOES LTDA; 27.192.758/0006-30;AVENIDA GUAJAJARAS;S/N;;TIRIRICAL;65055-285;GLP;14/07/2025;119,99;;R$ / 13 kg;COPA ENERGIA
NE;PI;TERESINA;J CESAR DA CRUZ E SILVA; 16.888.952/0002-04;AVENIDA HENRY WALL DE CARVALHO;10863;LOTE  PARQUE DOS SONHOS;ANGELIM;64034-278;GLP;17/07/2025;100,00;;R$ / 13 kg;COPA ENERGIA
SE;MG;BELO HORIZONTE;DISTRIBUIDORA DE GAS DAVID ROCHAEL LTDA; 41.053.633/0001-45;RUA RADIALISTA CARLOS LOTT;99;;CEU AZUL;31578-580;GLP;14/07/2025;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;AUTO POSTO D B LTDA; 79.702.650/0001-39;RUA JOSE DE OLIVEIRA FRANCO;1311;ESQ MARCILIO DIAS;BAIRRO ALTO;82820-110;GLP;17/07/2025;99,90;;R$ / 13 kg;BRANCA
SE;SP;GUARULHOS;GONCALVES COMERCIO DE GAS EIRELI; 41.771.061/0001-30;AVENIDA ARMANDO BEI;545;;VILA NOVA BONSUCESSO;07175-000;GLP;17/07/2025;99,99;;R$ / 13 kg;CONSIGAZ
N;TO;PALMAS;FERNANDO DE MORAIS DE FREITAS; 37.665.268/0001-52;QUADRA 405 NORTE AVENIDA LO 10 (ARNO 42);SN;LOTE  25;PLANO DIRETOR NORTE;77002-000;GLP;14/07/2025;120,00;;R$ / 13 kg;LIQUIGÁS
CO;MT;CUIABA;ANDRE GUILHERME PEREIRA DE CAMPOS; 41.921.007/0001-23;RUA GENERAL CAMISAO;63;;DOM AQUINO;78015-130;GLP;14/07/2025;115,00;;R$ / 13 kg;COPA ENERGIA
SE;ES;SERRA;HENRIQUE KALKE 09203918779; 16.542.461/0001-26;RUA JACARAIPE;2;FUNDOS;VALPARAISO;29165-819;GLP;16/07/2025;95,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;FORTALEZA;C M COMERCIO DE GAS LTDA; 42.912.470/0001-71;AVENIDA PREFEITO EVANDRO AYRES DE MOURA;940;;MONDUBIM;60752-310;GLP;17/07/2025;122,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA; 04.957.650/0011-52;AVENIDA ARQUITETO JOSE HENRIQUES BENTO RODRIGUES;3723;;SANTA ETELVINA;69059-800;GLP;15/07/2025;120,50;;R$ / 13 kg;AMAZONGÁS
SE;SP;FRANCA;DEPOSITO DE GAS HERNANDES LTDA; 42.094.736/0001-16;AVENIDA MARGARIDA FORNAZIER CARDOSO DE OLIVEIRA;450;;JARDIM TROPICAL;14407-050;GLP;17/07/2025;108,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MS;CAMPO GRANDE;RJ GAS LTDA; 41.239.221/0001-02;RUA VARZEA GRANDE;133;;VILA MARGARIDA;79023-180;GLP;15/07/2025;105,00;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;ADEGAS GAS E BEBIBAS EIRELI; 29.017.053/0001-05;AVENIDA EF9;421;QUADRA02                  LOTE  13;JD ELI FORTE;74392-095;GLP;15/07/2025;110,00;;R$ / 13 kg;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;QUEIROZ E SILVA COMERCIO DE GAS E AGUA MINERAL LTDA; 41.825.846/0001-48;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS;830;;JARDIM SUZANA;15050-500;GLP;14/07/2025;120,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;ARACATUBA;CRISTIANE RAMOS ROSSETTO LTDA; 43.002.707/0001-40;RUA MARCILIO DIAS;1634;;BOA VISTA;16074-150;GLP;14/07/2025;99,00;;R$ / 13 kg;ULTRAGAZ
CO;MS;CAMPO GRANDE;AUTO POSTO DO PARQUE LTDA; 21.424.594/0001-38;AVENIDA MATO GROSSO;5757;": CANTEIRO CENTRAL;";CARANDA BOSQUE;79031-001;GLP;15/07/2025;120,00;;R$ / 13 kg;ULTRAGAZ
SE;ES;VITORIA;TOP GAS COMERCIO E SERVICO LTDA; 42.505.009/0001-02;AVENIDA PAULINO MULLER;1031;;JUCUTUQUARA;29040-715;GLP;14/07/2025;95,00;;R$ / 13 kg;BRANCA
S;PR;FOZ DO IGUACU;NORTE COMERCIO DE GAS LTDA; 39.321.795/0001-75;AVENIDA JORGE INACIO FRANCO;291;;PORTO BELO;85867-619;GLP;14/07/2025;118,00;;R$ / 13 kg;COPA ENERGIA
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO PARQUE DA LIBERDADE LTDA; 31.847.735/0001-89;AVENIDA JOSE DA SILVA SE;2207;;CONDOMINIO RESIDENCIAL PARQUE DA LIBERDADE I;15056-750;GLP;14/07/2025;120,00;;R$ / 13 kg;ULTRAGAZ
S;PR;FOZ DO IGUACU;JOSELINO GUERUS; 32.719.307/0002-14;RUA BELEM;39;;VILA C;85870-170;GLP;14/07/2025;115,00;;R$ / 13 kg;BRANCA
S;RS;PORTO ALEGRE;CALDWELL COMERCIO DE GAS LTDA; 43.104.527/0001-79;RUA GENERAL CALDWELL;910;;MENINO DEUS;90130-050;GLP;14/07/2025;125,90;;R$ / 13 kg;COPA ENERGIA
SE;RJ;NOVA IGUACU;MESQUITA COMERCIO VAREJISTA DE GAS LTDA; 42.133.383/0001-16;ESTRADA LUIS LEMOS;1717;QUADRAA                   LOTE  1;CARMARI;26022-140;GLP;14/07/2025;90,00;;R$ / 13 kg;BRANCA
SE;MG;UBERLANDIA;JACSON BRUNO COUTINHO; 13.843.667/0001-06;RUA FERRADOR;12;;MORUMBI (C - LOTEAMENTO);38407-282;GLP;17/07/2025;125,00;;R$ / 13 kg;ULTRAGAZ
NE;PE;RECIFE;MV COMERCIO DE GAS EIRELI; 43.243.703/0001-53;RUA DA REGENERACAO;1176;;ARRUDA;52120-335;GLP;14/07/2025;85,00;;R$ / 13 kg;BAHIANA
SE;MG;BELO HORIZONTE;ADAMEX FERREIRA DA FONSECA; 07.050.105/0004-47;RUA NELSON HUNGRIA;257;;TUPI A;31842-330;GLP;14/07/2025;95,00;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;J G T COMERCIO DE GAS LTDA; 42.311.665/0001-66;QUADRA QSC 19 CHACARA 25 CONJUNTO B LOTE;3;LOJA A;TAGUATINGA SUL (TAGUATINGA);72017-287;GLP;14/07/2025;100,00;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;HANDERSON LUCAS ANDRADE SALES; 39.672.312/0001-87;RUA JARUA;26;;CIDADE NOVA;69090-331;GLP;15/07/2025;120,00;;R$ / 13 kg;AMAZONGÁS
S;SC;BLUMENAU;POSTO MIME S.A.; 83.488.882/0017-70;RODOVIA BR 470 KM 58;4125;;BADENFURT;89070-205;GLP;14/07/2025;124,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;MONTES CLAROS;HAMILTON PEREIRA DA COSTA 03530587699; 34.911.408/0001-37;AVENIDA SAO JUDAS;586;;SAO JUDAS TADEU;39402-558;GLP;15/07/2025;115,00;;R$ / 13 kg;COPA ENERGIA
N;AM;MANAUS;NAVERIO NAVEGACAO DO RIO AMAZONAS LTDA; 84.477.215/0024-84;AVENIDA ARQUITETO JOSE HENRIQUES B. RODRIGUES;1835;LOTE  RIO PIORINI;COLONIA TERRA NOVA;69015-615;GLP;15/07/2025;125,00;;R$ / 13 kg;BRANCA
NE;PI;TERESINA;A & R MACEDO COMERCIO DE GAS LTDA; 42.177.108/0001-02;RUA SIMPLICIO MENDES;1127;;VERMELHA;64018-510;GLP;17/07/2025;105,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;CAMPINA GRANDE;G G CAVALCANTI; 43.594.673/0001-20;AVENIDA CONSUL JOSEPH NOUJAIM HABIB NACAD;1830;;CATOLE;58410-260;GLP;16/07/2025;105,00;;R$ / 13 kg;BAHIANA
SE;SP;SAO PAULO;GASBOM IPIRANGA COMERCIO DE GAS LTDA; 40.988.216/0001-21;RUA BOM PASTOR;463;;IPIRANGA;04203-050;GLP;14/07/2025;114,99;;R$ / 13 kg;CONSIGAZ
N;AM;MANAUS;NAVERIO NAVEGACAO DO RIO AMAZONAS LTDA; 84.477.215/0017-55;AVENIDA ALVARO BOTELHO MAIA;5;;PRESIDENTE VARGAS;69025-080;GLP;14/07/2025;125,00;;R$ / 13 kg;BRANCA
NE;PE;JABOATAO DOS GUARARAPES;HILDA V R DE LIMA - GAS; 07.107.641/0001-99;RUA DONA MARIA DE SOUZA;205;;PIEDADE;54400-260;GLP;17/07/2025;100,00;;R$ / 13 kg;BRANCA
N;AM;MANAUS;NAVERIO NAVEGACAO DO RIO AMAZONAS LTDA; 84.477.215/0020-50;RUA PROFESSOR MARCIANO ARMOND;1559;;SAO FRANCISCO;69057-030;GLP;14/07/2025;125,00;;R$ / 13 kg;BRANCA
N;AM;MANAUS;EXPRESS COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA.; 84.537.349/0001-57;AVENIDA DESEMBARGADOR JOAO MACHADO;391;;ALVORADA  I;69043-000;GLP;14/07/2025;125,00;;R$ / 13 kg;BRANCA
SE;MG;UBERLANDIA;GAS OLIVEIRA COMERCIAL LTDA; 44.097.457/0001-31;RUA PAULO DE FRONTIN;1111;LOJA  COMERCIO;ALTO UMUARAMA II (LOTEAMENTO);38405-210;GLP;17/07/2025;100,00;;R$ / 13 kg;BRANCA
S;PR;LONDRINA;ELITE COMERCIO DE GAS E AGUA LTDA; 41.567.162/0001-93;RUA LIRIOS-DOS-VALES;510;;PARQUE DAS INDUSTRIAS;86043-090;GLP;14/07/2025;105,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;TAUBATE;GUSTAVO SHIGUERU COUTINHO YAMADA; 09.275.758/0001-07;AVENIDA JOAO RAMALHO (DISTRITO DO QUIRIRIM);619;;RESIDENCIAL NOVO HORIZONTE;12042-303;GLP;14/07/2025;99,00;;R$ / 13 kg;BRANCA
S;PR;LONDRINA;RIBEIRO GUERRA LTDA; 37.334.425/0001-47;RUA SALIM SAHAO;314;;ALTO DA BOA VISTA;86083-050;GLP;17/07/2025;110,00;;R$ / 13 kg;BRANCA
N;AC;RIO BRANCO;AJS DERIVADOS DE PETROLEO LTDA; 34.213.732/0001-81;RUA VALDOMIRO LOPES;793;;CONQUISTA;69918-764;GLP;15/07/2025;118,00;;R$ / 13 kg;FOGAS
NE;BA;SALVADOR;R QUEIROZ DIAS; 29.472.402/0001-70;ESTRADA DO CURRALINHO;71;;BOCA DO RIO;41710-750;GLP;14/07/2025;136,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;GUARULHOS;CASA DO GAS SP LTDA; 42.350.114/0001-01;AVENIDA JOSE RANGEL FILHO;4;;JARDIM PONTE ALTA I;07179-350;GLP;17/07/2025;99,99;;R$ / 13 kg;LIQUIGÁS
S;RS;CANOAS;ANA CARLA VIEIRA CASTRO; 43.539.484/0001-54;RUA A J RENNER;1967;;ESTANCIA VELHA;92030-010;GLP;15/07/2025;115,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;JUIZ DE FORA;FORTES GAS BENFICA LTDA; 44.384.622/0001-36;RUA BENTO GONCALVES;419;;BENFICA;36090-380;GLP;14/07/2025;89,99;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;AUTO POSTO ANGICO LTDA; 24.388.950/0001-01;RUA JOAO NOGAROLLI;368;;FANNY;81030-190;GLP;14/07/2025;95,90;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;DF;BRASILIA;IMPERIO GAS LTDA; 42.054.877/0001-05;QUADRA QNN 8 CONJUNTO B LOTE;33;;CEILANDIA SUL (CEILANDIA);72220-082;GLP;14/07/2025;94,99;;R$ / 13 kg;BRANCA
SE;SP;ARACATUBA;LIDER COMERCIO DE AGUA E GAS ARACATUBA LTDA; 43.288.830/0001-79;RUA PADRE FRANCISCO SERSEN;337;;GUANABARA;16026-240;GLP;15/07/2025;97,00;;R$ / 13 kg;BRANCA
SE;SP;SOROCABA;FBR COMERCIO DE GAS SOROCABA LTDA; 44.337.466/0001-52;AVENIDA ITAVUVU;471;;VILA OLIMPIA;18075-042;GLP;14/07/2025;129,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;UBERABA;PL DISTRIBUIDORA DE GAS E TRANSPORTES LTDA; 43.152.227/0001-65;RUA SAO PEDRO;227;;LEBLON;38030-410;GLP;16/07/2025;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;AL;MACEIO;SILVA E NUNES GAS LTDA; 38.003.327/0001-90;AVENIDA EMPRESARIO LOURIVAL LOBO FERREIRA;10;LOTE  144                 QUADRA1213;PETROPOLIS;57062-530;GLP;16/07/2025;100,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;CARUARU;GEORGE PEREIRA DE MELO COMERCIO DE GAS; 43.338.228/0001-07;RUA CAPIBARIBE;222;;SANTA ROSA;55002-970;GLP;17/07/2025;95,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;CAMPINAS;IZA MARIA VIANA SILVA BORGES COMERCIO DE GAS; 42.494.360/0001-37;RUA DOS GERANIOS;47;LOTE  14 QD/Q02994-B;VILA MIMOSA;13050-053;GLP;14/07/2025;99,99;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;CASA DO GAS LTDA; 45.154.700/0001-79;AVENIDA GERALDO ATHAYDE;627;LETRA A;ALTO SAO JOAO;39400-292;GLP;15/07/2025;106,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO JOSE DO RIO PRETO;GALEAZZI GAS E AGUA LTDA; 45.019.820/0001-63;AVENIDA DANILO GALEAZZI;1585;;JARDIM SANTA ROSA I;15050-690;GLP;14/07/2025;105,00;;R$ / 13 kg;CONSIGAZ
SE;SP;PRESIDENTE PRUDENTE;J.H.V. DOS SANTOS GAS; 36.949.895/0001-52;RUA ABILIO NASCIMENTO;668;;VILA MARINA;19031-000;GLP;14/07/2025;100,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DO RIO PRETO;TEODORO GAS E AGUA LTDA; 45.018.444/0001-92;AVENIDA ALFREDO TEODORO DE OLIVEIRA;3095;;SOLO SAGRADO I;15044-335;GLP;14/07/2025;105,00;;R$ / 13 kg;CONSIGAZ
SE;SP;GUARULHOS;GRC GAS 5 LTDA; 44.191.806/0001-80;AVENIDA MARCIAL LOURENCO SERODIO;18;;CIDADE SERODIO;07151-370;GLP;17/07/2025;93,00;;R$ / 13 kg;BRANCA
SE;SP;GUARULHOS;RIZZO PRESIDENTE DUTRA COMERCIO DE GAS LTDA; 43.825.703/0001-61;AVENIDA PAPA JOAO PAULO I;3160;;JARDIM PRESIDENTE DUTRA;07174-000;GLP;17/07/2025;97,99;;R$ / 13 kg;CONSIGAZ
CO;GO;APARECIDA DE GOIANIA;DISTRIBUIDORA NDJ EIRELI; 05.788.836/0001-16;AVENIDA W 1;SN;QUADRA0053                LOTE  0016;PAPILLON PARK - COMPLEMENTO;74950-200;GLP;14/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;L & R COMERCIO VAREJISTA DE GAS LTDA; 44.815.767/0001-44;RUA DA TRANQUILIDADE;27;LOJA  LOJA;BOCA DO RIO;41705-200;GLP;15/07/2025;120,00;;R$ / 13 kg;BAHIANA
N;RR;BOA VISTA;BASGAL & BASGAL LTDA; 43.583.655/0001-42;RUA PIRARARA;148;;SANTA TEREZA;69314-112;GLP;15/07/2025;140,00;;R$ / 13 kg;FOGAS
SE;SP;ELISIARIO;PLANALTO GAS E AGUA LTDA; 45.018.035/0001-96;RUA ERNESTO AVANCI;58-1;;CENTRO;15823-000;GLP;14/07/2025;105,00;;R$ / 13 kg;BRANCA
S;PR;CASCAVEL;ISAIAS RODRIGUES DA SILVA LTDA; 42.708.298/0001-39;RUA CASSIANO JORGE FERNANDES;3007;;NEVA;85802-240;GLP;18/07/2025;120,00;;R$ / 13 kg;COPA ENERGIA
S;SC;CRICIUMA;FABRICIO GAS LTDA; 42.084.017/0001-14;RUA PEDRAS GRANDES;247;;VILA RICA;88813-643;GLP;15/07/2025;125,00;;R$ / 13 kg;ULTRAGAZ
S;RS;CANOAS;JANA GAS E AGUA LTDA; 44.405.721/0001-57;RUA ERNESTO CHE GUEVARA;178;LOTE  POR DO SOL;GUAJUVIRAS;92440-848;GLP;15/07/2025;110,00;;R$ / 13 kg;ULTRAGAZ
CO;MT;VARZEA GRANDE;J. L. LIBANIO DE FRANCA; 36.846.631/0001-73;RUA SANTANA (VL N HORIZONTE);26;QUADRA 29;IKARAY;78130-802;GLP;15/07/2025;115,00;;R$ / 13 kg;COPA ENERGIA
S;PR;CASCAVEL;W FREITAS E R RODRIGUEZ LTDA; 43.650.849/0001-13;RUA HELBERTO EDVINO SCHWARZ;41;ANEXO FRENTE;SANTA FELICIDADE;85803-174;GLP;18/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;GASBOM ESTRADA DAS LAGRIMAS COMERCIO DE GAS LTDA; 35.689.366/0001-02;RUA ALENCAR ARARIPE;35;ANEXO 39 E 43;SACOMA;04253-000;GLP;14/07/2025;99,99;;R$ / 13 kg;CONSIGAZ
SE;SP;MARILIA;LUIS ANTONIO POMPEO PEREIRA; 37.356.975/0001-67;AVENIDA ANTONIETA ALTENFELDER;2961;;JARDIM SANTA ANTONIETA;17512-130;GLP;17/07/2025;123,00;;R$ / 13 kg;BRANCA
CO;MT;CUIABA;FABRIS COMERCIO DE GAS LTDA; 45.154.156/0001-65;RUA BRASILIA;150;QUADRA10;JARDIM PAULISTA;78065-370;GLP;14/07/2025;98,00;;R$ / 13 kg;BRANCA
N;AM;MANAUS;SOCIEDADE FOGAS LTDA; 04.563.672/0028-86;AVENIDA PROFESSOR NILTON LINS;3710;LT PQ DAS LARANJEIRA      1A ETAPA;FLORES;69058-030;GLP;15/07/2025;120,00;;R$ / 13 kg;FOGAS
CO;GO;GOIANIA;UL DE SOUZA; 37.154.920/0001-74;AVENIDA C104;514;QUADRA258                 LOTE  03;BRO JARDIM AMERICA;74250-030;GLP;15/07/2025;130,00;;R$ / 13 kg;BRANCA
NE;PE;CARUARU;J E DA ROCHA COMERCIO DE GAS LTDA; 44.120.800/0001-11;RUA CICERO RODRIGUES DA SILVA;460;;KENNEDY;55036-060;GLP;17/07/2025;80,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;ARACATUBA;FORTE CONVENIENCIA LTDA; 45.507.828/0001-79;RUA DOS FUNDADORES;257;;SAO JOAQUIM;16050-415;GLP;14/07/2025;89,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
